alpha3,alpha2,name,type
mdl,,Maltese Sign Language,Living
mdm,,Mayogo,Living
mdn,,Mbati,Living
mdp,,Mbala,Living
mdq,,Mbole,Living
mdr,,Mandar,Living
mds,,Maria (Papua New Guinea),Living
mdt,,Mbere,Living
mdu,,Mboko,Living
mdv,,Santa Lucía Monteverde Mixtec,Living
mdw,,Mbosi,Living
mdx,,Dizin,Living
mdy,,Male (Ethiopia),Living
mdz,,Suruí Do Pará,Living
mea,,Menka,Living
meb,,Ikobi,Living
mec,,Mara,Living
med,,Melpa,Living
mee,,Mengen,Living
mef,,Megam,Living
meh,,Southwestern Tlaxiaco Mixtec,Living
mei,,Midob,Living
mej,,Meyah,Living
mek,,Mekeo,Living
mel,,Central Melanau,Living
mem,,Mangala,Extinct
men,,Mende (Sierra Leone),Living
meo,,Kedah Malay,Living
mep,,Miriwung,Living
meq,,Merey,Living
mer,,Meru,Living
mes,,Masmaje,Living
met,,Mato,Living
meu,,Motu,Living
mev,,Mano,Living
mew,,Maaka,Living
mey,,Hassaniyya,Living
mez,,Menominee,Living
mfa,,Pattani Malay,Living
mfb,,Bangka,Living
mfc,,Mba,Living
mfd,,Mendankwe-Nkwen,Living
mfe,,Morisyen,Living
mff,,Naki,Living
mfg,,Mogofin,Living
mfh,,Matal,Living
mfi,,Wandala,Living
mfj,,Mefele,Living
mfk,,North Mofu,Living
mfl,,Putai,Living
mfm,,Marghi South,Living
mfn,,Cross River Mbembe,Living
mfo,,Mbe,Living
mfp,,Makassar Malay,Living
mfq,,Moba,Living
mfr,,Marithiel,Living
mfs,,Mexican Sign Language,Living
mft,,Mokerang,Living
mfu,,Mbwela,Living
mfv,,Mandjak,Living
mfw,,Mulaha,Extinct
mfx,,Melo,Living
mfy,,Mayo,Living
mfz,,Mabaan,Living
mga,,Middle Irish (900-1200),Historical
mgb,,Mararit,Living
mgc,,Morokodo,Living
mgd,,Moru,Living
mge,,Mango,Living
mgf,,Maklew,Living
mgg,,Mpumpong,Living
mgh,,Makhuwa-Meetto,Living
mgi,,Lijili,Living
mgj,,Abureni,Living
mgk,,Mawes,Living
mgl,,Maleu-Kilenge,Living
mgm,,Mambae,Living
mgn,,Mbangi,Living
mgo,,Meta',Living
mgp,,Eastern Magar,Living
mgq,,Malila,Living
mgr,,Mambwe-Lungu,Living
mgs,,Manda (Tanzania),Living
mgt,,Mongol,Living
mgu,,Mailu,Living
mgv,,Matengo,Living
mgw,,Matumbi,Living
mgy,,Mbunga,Living
mgz,,Mbugwe,Living
mha,,Manda (India),Living
mhb,,Mahongwe,Living
mhc,,Mocho,Living
mhd,,Mbugu,Living
mhe,,Besisi,Living
mhf,,Mamaa,Living
mhg,,Margu,Living
mhi,,Ma'di,Living
mhj,,Mogholi,Living
mhk,,Mungaka,Living
mhl,,Mauwake,Living
mhm,,Makhuwa-Moniga,Living
mhn,,Mócheno,Living
mho,,Mashi (Zambia),Living
mhp,,Balinese Malay,Living
mhq,,Mandan,Living
mhr,,Eastern Mari,Living
mhs,,Buru (Indonesia),Living
mht,,Mandahuaca,Living
mhu,,Digaro-Mishmi,Living
mhw,,Mbukushu,Living
mhx,,Maru,Living
mhy,,Ma'anyan,Living
mhz,,Mor (Mor Islands),Living
mia,,Miami,Living
mib,,Atatláhuca Mixtec,Living
mic,,Mi'kmaq,Living
mid,,Mandaic,Living
mie,,Ocotepec Mixtec,Living
mif,,Mofu-Gudur,Living
mig,,San Miguel El Grande Mixtec,Living
mih,,Chayuco Mixtec,Living
mii,,Chigmecatitlán Mixtec,Living
mij,,Abar,Living
mik,,Mikasuki,Living
mil,,Peñoles Mixtec,Living
mim,,Alacatlatzala Mixtec,Living
min,,Minangkabau,Living
mio,,Pinotepa Nacional Mixtec,Living
mip,,Apasco-Apoala Mixtec,Living
miq,,Mískito,Living
mir,,Isthmus Mixe,Living
mis,,Uncoded languages,Special
mit,,Southern Puebla Mixtec,Living
miu,,Cacaloxtepec Mixtec,Living
miw,,Akoye,Living
mix,,Mixtepec Mixtec,Living
miy,,Ayutla Mixtec,Living
miz,,Coatzospan Mixtec,Living
mjc,,San Juan Colorado Mixtec,Living
mjd,,Northwest Maidu,Living
mje,,Muskum,Extinct
mjg,,Tu,Living
mjh,,Mwera (Nyasa),Living
mji,,Kim Mun,Living
mjj,,Mawak,Living
mjk,,Matukar,Living
mjl,,Mandeali,Living
mjm,,Medebur,Living
mjn,,Ma (Papua New Guinea),Living
mjo,,Malankuravan,Living
mjp,,Malapandaram,Living
mjq,,Malaryan,Extinct
mjr,,Malavedan,Living
mjs,,Miship,Living
mjt,,Sauria Paharia,Living
mju,,Manna-Dora,Living
mjv,,Mannan,Living
mjw,,Karbi,Living
mjx,,Mahali,Living
mjy,,Mahican,Extinct
mjz,,Majhi,Living
mka,,Mbre,Living
mkb,,Mal Paharia,Living
mkc,,Siliput,Living
mkd,mk,Macedonian,Living
mke,,Mawchi,Living
mkf,,Miya,Living
mkg,,Mak (China),Living
mki,,Dhatki,Living
mkj,,Mokilese,Living
mkk,,Byep,Living
mkl,,Mokole,Living
mkm,,Moklen,Living
mkn,,Kupang Malay,Living
mko,,Mingang Doso,Living
mkp,,Moikodi,Living
mkq,,Bay Miwok,Extinct
mkr,,Malas,Living
mks,,Silacayoapan Mixtec,Living
mkt,,Vamale,Living
mku,,Konyanka Maninka,Living
mkv,,Mafea,Living
mkw,,Kituba (Congo),Living
mkx,,Kinamiging Manobo,Living
mky,,East Makian,Living
mkz,,Makasae,Living
mla,,Malo,Living
mlb,,Mbule,Living
mlc,,Cao Lan,Living
mle,,Manambu,Living
mlf,,Mal,Living
mlg,mg,Malagasy,Living
mlh,,Mape,Living
mli,,Malimpung,Living
mlj,,Miltu,Living
mlk,,Ilwana,Living
mll,,Malua Bay,Living
mlm,,Mulam,Living
mln,,Malango,Living
mlo,,Mlomp,Living
mlp,,Bargam,Living
mlq,,Western Maninkakan,Living
mlr,,Vame,Living
mls,,Masalit,Living
mlt,mt,Maltese,Living
mlu,,To'abaita,Living
mlv,,Motlav,Living
mlw,,Moloko,Living
mlx,,Malfaxal,Living
mlz,,Malaynon,Living
mma,,Mama,Living
mmb,,Momina,Living
mmc,,Michoacán Mazahua,Living
mmd,,Maonan,Living
mme,,Mae,Living
mmf,,Mundat,Living
mmg,,North Ambrym,Living
mmh,,Mehináku,Living
mmi,,Musar,Living
mmj,,Majhwar,Living
mmk,,Mukha-Dora,Living
mml,,Man Met,Living
mmm,,Maii,Living
mmn,,Mamanwa,Living
mmo,,Mangga Buang,Living
mmp,,Siawi,Living
mmq,,Musak,Living
mmr,,Western Xiangxi Miao,Living
mmt,,Malalamai,Living
mmu,,Mmaala,Living
mmv,,Miriti,Extinct
mmw,,Emae,Living
mmx,,Madak,Living
mmy,,Migaama,Living
mmz,,Mabaale,Living
mna,,Mbula,Living
mnb,,Muna,Living
mnc,,Manchu,Living
mnd,,Mondé,Living
mne,,Naba,Living
mnf,,Mundani,Living
mng,,Eastern Mnong,Living
mnh,,Mono (Democratic Republic of Congo),Living
mni,,Manipuri,Living
mnj,,Munji,Living
mnk,,Mandinka,Living
mnl,,Tiale,Living
mnm,,Mapena,Living
mnn,,Southern Mnong,Living
mnp,,Min Bei Chinese,Living
mnq,,Minriq,Living
mnr,,Mono (USA),Living
mns,,Mansi,Living
mnu,,Mer,Living
mnv,,Rennell-Bellona,Living
mnw,,Mon,Living
mnx,,Manikion,Living
mny,,Manyawa,Living
mnz,,Moni,Living
moa,,Mwan,Living
moc,,Mocoví,Living
mod,,Mobilian,Extinct
moe,,Montagnais,Living
mog,,Mongondow,Living
moh,,Mohawk,Living
moi,,Mboi,Living
moj,,Monzombo,Living
mok,,Morori,Living
mom,,Mangue,Extinct
mon,mn,Mongolian,Living
moo,,Monom,Living
mop,,Mopán Maya,Living
moq,,Mor (Bomberai Peninsula),Living
mor,,Moro,Living
mos,,Mossi,Living
mot,,Barí,Living
mou,,Mogum,Living
mov,,Mohave,Living
mow,,Moi (Congo),Living
mox,,Molima,Living
moy,,Shekkacho,Living
moz,,Mukulu,Living
mpa,,Mpoto,Living
mpb,,Mullukmulluk,Living
mpc,,Mangarayi,Living
mpd,,Machinere,Living
mpe,,Majang,Living
mpg,,Marba,Living
mph,,Maung,Living
mpi,,Mpade,Living
mpj,,Martu Wangka,Living
mpk,,Mbara (Chad),Living
mpl,,Middle Watut,Living
mpm,,Yosondúa Mixtec,Living
mpn,,Mindiri,Living
mpo,,Miu,Living
mpp,,Migabac,Living
mpq,,Matís,Living
mpr,,Vangunu,Living
mps,,Dadibi,Living
mpt,,Mian,Living
mpu,,Makuráp,Living
mpv,,Mungkip,Living
mpw,,Mapidian,Living
mpx,,Misima-Panaeati,Living
mpy,,Mapia,Living
mpz,,Mpi,Living
mqa,,Maba (Indonesia),Living
mqb,,Mbuko,Living
mqc,,Mangole,Living
mqe,,Matepi,Living
mqf,,Momuna,Living
mqg,,Kota Bangun Kutai Malay,Living
mqh,,Tlazoyaltepec Mixtec,Living
mqi,,Mariri,Living
mqj,,Mamasa,Living
mqk,,Rajah Kabunsuwan Manobo,Living
mql,,Mbelime,Living
mqm,,South Marquesan,Living
mqn,,Moronene,Living
mqo,,Modole,Living
mqp,,Manipa,Living
mqq,,Minokok,Living
mqr,,Mander,Living
mqs,,West Makian,Living
mqt,,Mok,Living
mqu,,Mandari,Living
mqv,,Mosimo,Living
mqw,,Murupi,Living
mqx,,Mamuju,Living
mqy,,Manggarai,Living
mqz,,Pano,Living
mra,,Mlabri,Living
mrb,,Marino,Living
mrc,,Maricopa,Living
mrd,,Western Magar,Living
mre,,Martha's Vineyard Sign Language,Extinct
mrf,,Elseng,Living
mrg,,Mising,Living
mrh,,Mara Chin,Living
mri,mi,Maori,Living
mrj,,Western Mari,Living
mrk,,Hmwaveke,Living
mrl,,Mortlockese,Living
mrm,,Merlav,Living
mrn,,Cheke Holo,Living
mro,,Mru,Living
mrp,,Morouas,Living
mrq,,North Marquesan,Living
mrr,,Maria (India),Living
mrs,,Maragus,Living
mrt,,Marghi Central,Living
mru,,Mono (Cameroon),Living
mrv,,Mangareva,Living
mrw,,Maranao,Living
mrx,,Maremgi,Living
mry,,Mandaya,Living
mrz,,Marind,Living
msa,ms,Malay (macrolanguage),Living
msb,,Masbatenyo,Living
msc,,Sankaran Maninka,Living
msd,,Yucatec Maya Sign Language,Living
mse,,Musey,Living
msf,,Mekwei,Living
msg,,Moraid,Living
msh,,Masikoro Malagasy,Living
msi,,Sabah Malay,Living
msj,,Ma (Democratic Republic of Congo),Living
msk,,Mansaka,Living
msl,,Molof,Living
msm,,Agusan Manobo,Living
msn,,Vurës,Living
mso,,Mombum,Living
msp,,Maritsauá,Extinct
msq,,Caac,Living
msr,,Mongolian Sign Language,Living
mss,,West Masela,Living
msu,,Musom,Living
msv,,Maslam,Living
msw,,Mansoanka,Living
msx,,Moresada,Living
msy,,Aruamu,Living
msz,,Momare,Living
mta,,Cotabato Manobo,Living
mtb,,Anyin Morofo,Living
mtc,,Munit,Living
mtd,,Mualang,Living
mte,,Mono (Solomon Islands),Living
mtf,,Murik (Papua New Guinea),Living
mtg,,Una,Living
mth,,Munggui,Living
mti,,Maiwa (Papua New Guinea),Living
mtj,,Moskona,Living
mtk,,Mbe',Living
mtl,,Montol,Living
mtm,,Mator,Extinct
mtn,,Matagalpa,Extinct
mto,,Totontepec Mixe,Living
mtp,,Wichí Lhamtés Nocten,Living
mtq,,Muong,Living
mtr,,Mewari,Living
mts,,Yora,Living
mtt,,Mota,Living
mtu,,Tututepec Mixtec,Living
mtv,,Asaro'o,Living
mtw,,Southern Binukidnon,Living
mtx,,Tidaá Mixtec,Living
mty,,Nabi,Living
mua,,Mundang,Living
mub,,Mubi,Living
muc,,Ajumbu,Living
mud,,Mednyj Aleut,Living
mue,,Media Lengua,Living
mug,,Musgu,Living
muh,,Mündü,Living
mui,,Musi,Living
muj,,Mabire,Living
muk,,Mugom,Living
mul,,Multiple languages,Special
mum,,Maiwala,Living
muo,,Nyong,Living
mup,,Malvi,Living
muq,,Eastern Xiangxi Miao,Living
mur,,Murle,Living
mus,,Creek,Living
mut,,Western Muria,Living
muu,,Yaaku,Living
muv,,Muthuvan,Living
mux,,Bo-Ung,Living
muy,,Muyang,Living
muz,,Mursi,Living
mva,,Manam,Living
mvb,,Mattole,Extinct
mvd,,Mamboru,Living
mve,,Marwari (Pakistan),Living
mvf,,Peripheral Mongolian,Living
mvg,,Yucuañe Mixtec,Living
mvh,,Mulgi,Living
mvi,,Miyako,Living
mvk,,Mekmek,Living
mvl,,Mbara (Australia),Extinct
mvm,,Muya,Living
mvn,,Minaveha,Living
mvo,,Marovo,Living
mvp,,Duri,Living
mvq,,Moere,Living
mvr,,Marau,Living
mvs,,Massep,Living
mvt,,Mpotovoro,Living
mvu,,Marfa,Living
mvv,,Tagal Murut,Living
mvw,,Machinga,Living
mvx,,Meoswar,Living
mvy,,Indus Kohistani,Living
mvz,,Mesqan,Living
mwa,,Mwatebu,Living
mwb,,Juwal,Living
mwc,,Are,Living
mwe,,Mwera (Chimwera),Living
mwf,,Murrinh-Patha,Living
mwg,,Aiklep,Living
mwh,,Mouk-Aria,Living
mwi,,Labo,Living
mwj,,Maligo,Living
mwk,,Kita Maninkakan,Living
mwl,,Mirandese,Living
mwm,,Sar,Living
mwn,,Nyamwanga,Living
mwo,,Central Maewo,Living
mwp,,Kala Lagaw Ya,Living
mwq,,Mün Chin,Living
mwr,,Marwari,Living
mws,,Mwimbi-Muthambi,Living
mwt,,Moken,Living
mwu,,Mittu,Extinct
mwv,,Mentawai,Living
mww,,Hmong Daw,Living
mwx,,Mediak,Living
mwy,,Mosiro,Living
mwz,,Moingi,Living
mxa,,Northwest Oaxaca Mixtec,Living
mxb,,Tezoatlán Mixtec,Living
mxc,,Manyika,Living
mxd,,Modang,Living
mxe,,Mele-Fila,Living
mxf,,Malgbe,Living
mxg,,Mbangala,Living
mxh,,Mvuba,Living
mxi,,Mozarabic,Extinct
mxj,,Miju-Mishmi,Living
mxk,,Monumbo,Living
mxl,,Maxi Gbe,Living
mxm,,Meramera,Living
mxn,,Moi (Indonesia),Living
mxo,,Mbowe,Living
mxp,,Tlahuitoltepec Mixe,Living
mxq,,Juquila Mixe,Living
mxr,,Murik (Malaysia),Living
mxs,,Huitepec Mixtec,Living
mxt,,Jamiltepec Mixtec,Living
mxu,,Mada (Cameroon),Living
mxv,,Metlatónoc Mixtec,Living
mxw,,Namo,Living
mxx,,Mahou,Living
mxy,,Southeastern Nochixtlán Mixtec,Living
mxz,,Central Masela,Living
mya,my,Burmese,Living
myb,,Mbay,Living
myc,,Mayeka,Living
myd,,Maramba,Living
mye,,Myene,Living
myf,,Bambassi,Living
myg,,Manta,Living
myh,,Makah,Living
myi,,Mina (India),Living
myj,,Mangayat,Living
myk,,Mamara Senoufo,Living
myl,,Moma,Living
mym,,Me'en,Living
myo,,Anfillo,Living
myp,,Pirahã,Living
myr,,Muniche,Living
mys,,Mesmes,Extinct
myu,,Mundurukú,Living
myv,,Erzya,Living
myw,,Muyuw,Living
myx,,Masaaba,Living
myy,,Macuna,Living
myz,,Classical Mandaic,Historical
mza,,Santa María Zacatepec Mixtec,Living
mzb,,Tumzabt,Living
mzc,,Madagascar Sign Language,Living
mzd,,Malimba,Living
mze,,Morawa,Living
mzg,,Monastic Sign Language,Living
mzh,,Wichí Lhamtés Güisnay,Living
mzi,,Ixcatlán Mazatec,Living
mzj,,Manya,Living
mzk,,Nigeria Mambila,Living
mzl,,Mazatlán Mixe,Living
mzm,,Mumuye,Living
mzn,,Mazanderani,Living
mzo,,Matipuhy,Extinct
mzp,,Movima,Living
mzq,,Mori Atas,Living
mzr,,Marúbo,Living
mzs,,Macanese,Living
mzt,,Mintil,Living
mzu,,Inapang,Living
mzv,,Manza,Living
mzw,,Deg,Living
mzx,,Mawayana,Living
mzy,,Mozambican Sign Language,Living
mzz,,Maiadomu,Living
naa,,Namla,Living
nab,,Southern Nambikuára,Living
nac,,Narak,Living
nad,,Nijadali,Living
nae,,Naka'ela,Living
naf,,Nabak,Living
nag,,Naga Pidgin,Living
naj,,Nalu,Living
nak,,Nakanai,Living
nal,,Nalik,Living
nam,,Ngan'gityemerri,Living
nan,,Min Nan Chinese,Living
nao,,Naaba,Living
nap,,Neapolitan,Living
naq,,Nama (Namibia),Living
nar,,Iguta,Living
nas,,Naasioi,Living
nat,,Hungworo,Living
nau,na,Nauru,Living
nav,nv,Navajo,Living
naw,,Nawuri,Living
nax,,Nakwi,Living
nay,,Narrinyeri,Extinct
naz,,Coatepec Nahuatl,Living
nba,,Nyemba,Living
nbb,,Ndoe,Living
nbc,,Chang Naga,Living
nbd,,Ngbinda,Living
nbe,,Konyak Naga,Living
nbg,,Nagarchal,Living
nbh,,Ngamo,Living
nbi,,Mao Naga,Living
nbj,,Ngarinman,Living
nbk,,Nake,Living
nbl,nr,South Ndebele,Living
nbm,,Ngbaka Ma'bo,Living
nbn,,Kuri,Living
nbo,,Nkukoli,Living
nbp,,Nnam,Living
nbq,,Nggem,Living
nbr,,Numana-Nunku-Gbantu-Numbu,Living
nbs,,Namibian Sign Language,Living
nbt,,Na,Living
nbu,,Rongmei Naga,Living
nbv,,Ngamambo,Living
nbw,,Southern Ngbandi,Living
nby,,Ningera,Living
nca,,Iyo,Living
ncb,,Central Nicobarese,Living
ncc,,Ponam,Living
ncd,,Nachering,Living
nce,,Yale,Living
ncf,,Notsi,Living
ncg,,Nisga'a,Living
nch,,Central Huasteca Nahuatl,Living
nci,,Classical Nahuatl,Historical
ncj,,Northern Puebla Nahuatl,Living
nck,,Nakara,Living
ncl,,Michoacán Nahuatl,Living
ncm,,Nambo,Living
ncn,,Nauna,Living
nco,,Sibe,Living
ncp,,Ndaktup,Living
ncr,,Ncane,Living
ncs,,Nicaraguan Sign Language,Living
nct,,Chothe Naga,Living
ncu,,Chumburung,Living
ncx,,Central Puebla Nahuatl,Living
ncz,,Natchez,Extinct
nda,,Ndasa,Living
ndb,,Kenswei Nsei,Living
ndc,,Ndau,Living
ndd,,Nde-Nsele-Nta,Living
nde,nd,North Ndebele,Living
ndf,,Nadruvian,Extinct
ndg,,Ndengereko,Living
ndh,,Ndali,Living
ndi,,Samba Leko,Living
ndj,,Ndamba,Living
ndk,,Ndaka,Living
ndl,,Ndolo,Living
ndm,,Ndam,Living
ndn,,Ngundi,Living
ndo,ng,Ndonga,Living
ndp,,Ndo,Living
ndq,,Ndombe,Living
ndr,,Ndoola,Living
nds,,Low German,Living
ndt,,Ndunga,Living
ndu,,Dugun,Living
ndv,,Ndut,Living
ndw,,Ndobo,Living
ndx,,Nduga,Living
ndy,,Lutos,Living
ndz,,Ndogo,Living
nea,,Eastern Ngad'a,Living
neb,,Toura (Côte d'Ivoire),Living
nec,,Nedebang,Living
ned,,Nde-Gbite,Living
nee,,Nêlêmwa-Nixumwak,Living
nef,,Nefamese,Living
neg,,Negidal,Living
neh,,Nyenkha,Living
nei,,Neo-Hittite,Ancient
nej,,Neko,Living
nek,,Neku,Living
nem,,Nemi,Living
nen,,Nengone,Living
neo,,Ná-Meo,Living
nep,ne,Nepali (macrolanguage),Living
neq,,North Central Mixe,Living
ner,,Yahadian,Living
nes,,Bhoti Kinnauri,Living
net,,Nete,Living
neu,,Neo,Constructed
nev,,Nyaheun,Living
new,,Newari,Living
nex,,Neme,Living
ney,,Neyo,Living
nez,,Nez Perce,Living
nfa,,Dhao,Living
nfd,,Ahwai,Living
nfl,,Ayiwo,Living
nfr,,Nafaanra,Living
nfu,,Mfumte,Living
nga,,Ngbaka,Living
ngb,,Northern Ngbandi,Living
ngc,,Ngombe (Democratic Republic of Congo),Living
ngd,,Ngando (Central African Republic),Living
nge,,Ngemba,Living
ngg,,Ngbaka Manza,Living
ngh,,N/u,Living
ngi,,Ngizim,Living
ngj,,Ngie,Living
ngk,,Dalabon,Living
ngl,,Lomwe,Living
ngm,,Ngatik Men's Creole,Living
ngn,,Ngwo,Living
ngo,,Ngoni,Living
ngp,,Ngulu,Living
ngq,,Ngurimi,Living
ngr,,Engdewu,Living
ngs,,Gvoko,Living
ngt,,Ngeq,Living
ngu,,Guerrero Nahuatl,Living
ngv,,Nagumi,Extinct
ngw,,Ngwaba,Living
ngx,,Nggwahyi,Living
ngy,,Tibea,Living
ngz,,Ngungwel,Living
nha,,Nhanda,Living
nhb,,Beng,Living
nhc,,Tabasco Nahuatl,Extinct
nhd,,Chiripá,Living
nhe,,Eastern Huasteca Nahuatl,Living
nhf,,Nhuwala,Living
nhg,,Tetelcingo Nahuatl,Living
nhh,,Nahari,Living
nhi,,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,Living
nhk,,Isthmus-Cosoleacaque Nahuatl,Living
nhm,,Morelos Nahuatl,Living
nhn,,Central Nahuatl,Living
nho,,Takuu,Living
nhp,,Isthmus-Pajapan Nahuatl,Living
nhq,,Huaxcaleca Nahuatl,Living
nhr,,Naro,Living
nht,,Ometepec Nahuatl,Living
nhu,,Noone,Living
nhv,,Temascaltepec Nahuatl,Living
nhw,,Western Huasteca Nahuatl,Living
nhx,,Isthmus-Mecayapan Nahuatl,Living
nhy,,Northern Oaxaca Nahuatl,Living
nhz,,Santa María La Alta Nahuatl,Living
nia,,Nias,Living
nib,,Nakame,Living
nid,,Ngandi,Extinct
nie,,Niellim,Living
nif,,Nek,Living
nig,,Ngalakan,Extinct
nih,,Nyiha (Tanzania),Living
nii,,Nii,Living
nij,,Ngaju,Living
nik,,Southern Nicobarese,Living
nil,,Nila,Living
nim,,Nilamba,Living
nin,,Ninzo,Living
nio,,Nganasan,Living
niq,,Nandi,Living
nir,,Nimboran,Living
nis,,Nimi,Living
nit,,Southeastern Kolami,Living
niu,,Niuean,Living
niv,,Gilyak,Living
niw,,Nimo,Living
nix,,Hema,Living
niy,,Ngiti,Living
niz,,Ningil,Living
nja,,Nzanyi,Living
njb,,Nocte Naga,Living
njd,,Ndonde Hamba,Living
njh,,Lotha Naga,Living
nji,,Gudanji,Living
njj,,Njen,Living
njl,,Njalgulgule,Living
njm,,Angami Naga,Living
njn,,Liangmai Naga,Living
njo,,Ao Naga,Living
njr,,Njerep,Living
njs,,Nisa,Living
njt,,Ndyuka-Trio Pidgin,Living
nju,,Ngadjunmaya,Living
njx,,Kunyi,Living
njy,,Njyem,Living
njz,,Nyishi,Living
nka,,Nkoya,Living
nkb,,Khoibu Naga,Living
nkc,,Nkongho,Living
nkd,,Koireng,Living
nke,,Duke,Living
nkf,,Inpui Naga,Living
nkg,,Nekgini,Living
nkh,,Khezha Naga,Living
nki,,Thangal Naga,Living
nkj,,Nakai,Living
nkk,,Nokuku,Living
nkm,,Namat,Living
nkn,,Nkangala,Living
nko,,Nkonya,Living
nkp,,Niuatoputapu,Extinct
nkq,,Nkami,Living
nkr,,Nukuoro,Living
nks,,North Asmat,Living
nkt,,Nyika (Tanzania),Living
nku,,Bouna Kulango,Living
nkv,,Nyika (Malawi and Zambia),Living
nkw,,Nkutu,Living
nkx,,Nkoroo,Living
nkz,,Nkari,Living
nla,,Ngombale,Living
nlc,,Nalca,Living
nld,nl,Dutch,Living
nle,,East Nyala,Living
nlg,,Gela,Living
nli,,Grangali,Living
nlj,,Nyali,Living
nlk,,Ninia Yali,Living
nll,,Nihali,Living
nlo,,Ngul,Living
nlq,,Lao Naga,Living
nlu,,Nchumbulu,Living
nlv,,Orizaba Nahuatl,Living
nlw,,Walangama,Extinct
nlx,,Nahali,Living
nly,,Nyamal,Living
nlz,,Nalögo,Living
nma,,Maram Naga,Living
nmb,,Big Nambas,Living
nmc,,Ngam,Living
nmd,,Ndumu,Living
nme,,Mzieme Naga,Living
nmf,,Tangkhul Naga (India),Living
nmg,,Kwasio,Living
nmh,,Monsang Naga,Living
nmi,,Nyam,Living
nmj,,Ngombe (Central African Republic),Living
nmk,,Namakura,Living
nml,,Ndemli,Living
nmm,,Manangba,Living
nmn,,!Xóõ,Living
nmo,,Moyon Naga,Living
nmp,,Nimanbur,Extinct
nmq,,Nambya,Living
nmr,,Nimbari,Extinct
nms,,Letemboi,Living
nmt,,Namonuito,Living
nmu,,Northeast Maidu,Living
nmv,,Ngamini,Extinct
nmw,,Nimoa,Living
nmx,,Nama (Papua New Guinea),Living
nmy,,Namuyi,Living
nmz,,Nawdm,Living
nna,,Nyangumarta,Living
nnb,,Nande,Living
nnc,,Nancere,Living
nnd,,West Ambae,Living
nne,,Ngandyera,Living
nnf,,Ngaing,Living
nng,,Maring Naga,Living
nnh,,Ngiemboon,Living
nni,,North Nuaulu,Living
nnj,,Nyangatom,Living
nnk,,Nankina,Living
nnl,,Northern Rengma Naga,Living
nnm,,Namia,Living
nnn,,Ngete,Living
nno,nn,Norwegian Nynorsk,Living
nnp,,Wancho Naga,Living
nnq,,Ngindo,Living
nnr,,Narungga,Extinct
nns,,Ningye,Living
nnt,,Nanticoke,Extinct
nnu,,Dwang,Living
nnv,,Nugunu (Australia),Extinct
nnw,,Southern Nuni,Living
nnx,,Ngong,Living
nny,,Nyangga,Extinct
nnz,,Nda'nda',Living
noa,,Woun Meu,Living
nob,nb,Norwegian Bokmål,Living
noc,,Nuk,Living
nod,,Northern Thai,Living
noe,,Nimadi,Living
nof,,Nomane,Living
nog,,Nogai,Living
noh,,Nomu,Living
noi,,Noiri,Living
noj,,Nonuya,Living
nok,,Nooksack,Extinct
nol,,Nomlaki,Extinct
nom,,Nocamán,Extinct
non,,Old Norse,Historical
nop,,Numanggang,Living
noq,,Ngongo,Living
nor,no,Norwegian,Living
nos,,Eastern Nisu,Living
not,,Nomatsiguenga,Living
nou,,Ewage-Notu,Living
nov,,Novial,Constructed
now,,Nyambo,Living
noy,,Noy,Living
noz,,Nayi,Living
npa,,Nar Phu,Living
npb,,Nupbikha,Living
npg,,Ponyo-Gongwang Naga,Living
nph,,Phom Naga,Living
npi,,Nepali (individual language),Living
npl,,Southeastern Puebla Nahuatl,Living
npn,,Mondropolon,Living
npo,,Pochuri Naga,Living
nps,,Nipsan,Living
npu,,Puimei Naga,Living
npy,,Napu,Living
nqg,,Southern Nago,Living
nqk,,Kura Ede Nago,Living
nqm,,Ndom,Living
nqn,,Nen,Living
nqo,,N'Ko,Living
nqq,,Kyan-Karyaw Naga,Living
nqy,,Akyaung Ari Naga,Living
nra,,Ngom,Living
nrb,,Nara,Living
nrc,,Noric,Ancient
nre,,Southern Rengma Naga,Living
nrg,,Narango,Living
nri,,Chokri Naga,Living
nrk,,Ngarla,Living
nrl,,Ngarluma,Living
nrm,,Narom,Living
nrn,,Norn,Extinct
nrp,,North Picene,Ancient
nrr,,Norra,Extinct
nrt,,Northern Kalapuya,Extinct
nru,,Narua,Living
nrx,,Ngurmbur,Extinct
nrz,,Lala,Living
nsa,,Sangtam Naga,Living
nsc,,Nshi,Living
nsd,,Southern Nisu,Living
nse,,Nsenga,Living
nsf,,Northwestern Nisu,Living
nsg,,Ngasa,Living
nsh,,Ngoshie,Living
nsi,,Nigerian Sign Language,Living
nsk,,Naskapi,Living
nsl,,Norwegian Sign Language,Living
nsm,,Sumi Naga,Living
nsn,,Nehan,Living
nso,,Pedi,Living
nsp,,Nepalese Sign Language,Living
nsq,,Northern Sierra Miwok,Living
nsr,,Maritime Sign Language,Living
nss,,Nali,Living
nst,,Tase Naga,Living
nsu,,Sierra Negra Nahuatl,Living
nsv,,Southwestern Nisu,Living
nsw,,Navut,Living
nsx,,Nsongo,Living
nsy,,Nasal,Living
nsz,,Nisenan,Living
nte,,Nathembo,Living
ntg,,Ngantangarra,Extinct
nti,,Natioro,Living
ntj,,Ngaanyatjarra,Living
ntk,,Ikoma-Nata-Isenye,Living
ntm,,Nateni,Living
nto,,Ntomba,Living
